"City","State","Abbr","Latitude","Longitude"
"Santa Fe","New Mexico","NM",35.6660385,-105.9737205
"Muncie","Indiana","IN",40.1989781,-85.3933459
"Rock Hill","South Carolina","SC",34.943368,-81.0214512
"Cherry Hill Township","New Jersey","NJ",39.908459,-75.002489
"Missoula","Montana","MT",46.8693223,-114.0103464
"Rancho Cordova","California","CA",38.5761812,-121.2466921
"Flower Mound","Texas","TX",33.037821,-97.1130044
"Palatine","Illinois","IL",42.1180137,-88.0427961
"Weston","Florida","FL",26.1004072,-80.402222
"Jacksonville","North Carolina","NC",34.7368657,-77.3926655
"Bismarck","North Dakota","ND",46.8110381,-100.7701017
"Flagstaff","Arizona","AZ",35.1852172,-111.62072620000001
"Union City","New Jersey","NJ",40.7674599,-74.0322949
"Pasco","Washington","WA",46.2509535,-119.1313028
"North Richland Hills","Texas","TX",32.8620422,-97.214758
"Mount Vernon","New York","NY",40.9131051,-73.8293172
"Dothan","Alabama","AL",31.2336983,-85.4068225
"Frederick","Maryland","MD",39.4330863,-77.4127579
"Waterloo","Iowa","IA",42.4923267,-92.3519473
"Framingham","Massachusetts","MA",42.3079052,-71.4361957
"Redondo Beach","California","CA",33.8568174,-118.3771371
"Pittsburg","California","CA",38.0198994,-121.9036057
"Saint Charles","Missouri","MO",38.7957023,-90.5153643
"Yorba Linda","California","CA",33.8869555,-117.77259
"Waldorf","Maryland","MD",38.6091863,-76.9197784
"Eau Claire","Wisconsin","WI",44.8213069,-91.494844
"Walnut Creek","California","CA",37.902665999999996,-122.0404791
"Glen Burnie","Maryland","MD",39.1562712,-76.6069956
"Bossier City","Louisiana","LA",32.523661,-93.6555903
"Jackson","Tennessee","TN",35.6491371,-88.8305972
"Kenner","Louisiana","LA",30.0102272,-90.2548196
"South San Francisco","California","CA",37.655983,-122.425525
"Palo Alto","California","CA",37.3997819,-122.1427757
"Maple Grove","Minnesota","MN",45.1127644,-93.462975
"Camarillo","California","CA",34.2218233,-119.0321535
"Gaithersburg","Maryland","MD",39.1180221,-77.232401
"North Little Rock","Arkansas","AR",34.7818729,-92.2349374
"Woodbury","Minnesota","MN",44.9062835,-92.9237025
"Casas Adobes","Arizona","AZ",32.3417096,-111.0105261
"Davis","California","CA",38.556147,-121.7377925
"Kissimmee","Florida","FL",28.3028538,-81.4178523
"Portland","Maine","ME",43.665116,-70.269086
"Oshkosh","Wisconsin","WI",44.0226282,-88.562352
"New Braunfels","Texas","TX",29.6993011,-98.1151091
"Saint Cloud","Minnesota","MN",45.5266811,-94.1710564
"Victoria","Texas","TX",28.8268909,-96.9854095
"Eagan","Minnesota","MN",44.8155,-93.1624
"Middletown township","New Jersey","NJ",40.4073064,-74.0711212
"Bayonne","New Jersey","NJ",40.6624111,-74.1102284
"Dale City","Virginia","VA",38.6489121,-77.3460028
"Rockville","Maryland","MD",39.0836473,-77.1556178
"Schenectady","New York","NY",42.8018398,-73.927295
"Harlingen","Texas","TX",26.191204,-97.6973825
"Conroe","Texas","TX",30.3160172,-95.4699931
"Atascocita","Texas","TX",29.9759413,-95.1945565
"Ellicott City","Maryland","MD",39.2766912,-76.8339522
"Johnson City","Tennessee","TN",36.3382183,-82.3774269
"Yuba City","California","CA",39.1338551,-121.6390305
"Homestead","Florida","FL",25.4673459,-80.4457729
"Laguna Niguel","California","CA",33.5290468,-117.7011753
"San Clemente","California","CA",33.4491445,-117.6131194
"Skokie","Illinois","IL",42.0359715,-87.7399914
"Marysville","Washington","WA",48.082792,-122.1528764
"East Orange","New Jersey","NJ",40.7650581,-74.2118615
"Youngstown","Ohio","OH",41.099095,-80.6459017
"Delray Beach","Florida","FL",26.4568423,-80.0904783
"West Bloomfield Township","Michigan","MI",42.569218,-83.380999
"Shawnee","Kansas","KS",39.0177788,-94.8053217
"Conway","Arkansas","AR",35.0743229,-92.4670724
"Pico Rivera","California","CA",33.9895242,-118.0892994
"Janesville","Wisconsin","WI",42.6846985,-89.0131701
"Lodi","California","CA",38.1216095,-121.2907652
"Montebello","California","CA",34.0154437,-118.1110124
"Tamarac","Florida","FL",26.203932000000002,-80.2553046
"Lorain","Ohio","OH",41.4388045,-82.179722
"Madera","California","CA",36.9639834,-120.0802435
"Dundalk","Maryland","MD",39.2668244,-76.496531
"Cedar Park","Texas","TX",30.5147383,-97.8173796
"Florence‐Graham","California","CA",33.9677198,-118.2443855
"Santa Cruz","California","CA",36.974385,-122.0352679
"West Des Moines","Iowa","IA",41.5532694,-93.7597583
"West Hartford","Connecticut","CT",41.7665678,-72.7549435
"Ames","Iowa","IA",42.0254944,-93.6275937
"Eden Prairie","Minnesota","MN",44.8479205,-93.4586013
"Alpharetta","Georgia","GA",34.0706476,-84.2759068
"Waltham","Massachusetts","MA",42.3889211,-71.2422678
"Daytona Beach","Florida","FL",29.1973282,-81.0881451
"Cheyenne","Wyoming","WY",41.1521947,-104.7832381
"South Jordan","Utah","UT",40.5553029,-111.9785839
"Greenwich","Connecticut","CT",41.03923,-73.621678
"North Bergen","New Jersey","NJ",40.7941752,-74.0249599
"Haverhill","Massachusetts","MA",42.7829453,-71.0874356
"Hamilton","Ohio","OH",39.3943278,-84.5655217
"Bowling Green","Kentucky","KY",36.9709194,-86.4384623
"West Chester Township","Ohio","OH",39.3529,-84.3647
"Encinitas","California","CA",33.0506323,-117.2636163
"Greenville","South Carolina","SC",34.8369021,-82.362997
"Mansfield","Texas","TX",32.5691348,-97.1205305
"Council Bluffs","Iowa","IA",41.2387848,-95.8542386
"Millcreek","Utah","UT",40.6887333,-111.8279825
"Broomfield","Colorado","CO",39.9533825,-105.052125
"Coon Rapids","Minnesota","MN",45.1764113,-93.3114539
"La Habra","California","CA",33.927927,-117.951554
"Tulare","California","CA",36.1974356,-119.3374069
"Carmichael","California","CA",38.6348761,-121.3242187
"Tonawanda","New York","NY",42.985307,-78.852127
"Burnsville","Minnesota","MN",44.7644087,-93.2793722
"Taylor","Michigan","MI",42.225262,-83.2683085
"Wellington","Florida","FL",26.6471144,-80.2743762
"Rogers","Arkansas","AR",36.3159748,-94.1546179
"Monterey Park","California","CA",34.0483305,-118.133183
"Hamden","Connecticut","CT",41.397363,-72.9222116
"North Miami","Florida","FL",25.9010636,-80.1684579
"Castro Valley","California","CA",37.7097482,-122.0623465
"Fairfield","Connecticut","CT",41.1759399,-73.272046
"Utica","New York","NY",43.0963822,-75.2259832
"Blaine","Minnesota","MN",45.1704972,-93.2060714
"Vineland","New Jersey","NJ",39.4650072,-74.9971151
"Terre Haute","Indiana","IN",39.4655419,-87.3759244
"Malden","Massachusetts","MA",42.4301399,-71.0576939
"Bethesda","Maryland","MD",38.9872801,-77.1185977
"Jupiter","Florida","FL",26.9214804,-80.1101013
"Cupertino","California","CA",37.3193981,-122.0449562
"Brentwood","New York","NY",40.7839122,-73.2521445
"West Allis","Wisconsin","WI",43.007186,-88.0289858
"Bristol","Connecticut","CT",41.6815776,-72.9407487
"Taylorsville","Utah","UT",40.6569551,-111.9493439
"Bensalem township","Pennsylvania","PA",40.1062228,-74.9436415
"Gardena","California","CA",33.8944169,-118.307522
"North Port","Florida","FL",27.0581655,-82.1980437
"Rocklin","California","CA",38.8080407,-121.2503648
"National City","California","CA",32.6658617,-117.097361
"Meriden","Connecticut","CT",41.5367771,-72.7945433
"Springfield","Oregon","OR",44.0539471,-122.9812245
"Auburn","Alabama","AL",32.607722,-85.4895446
"Grand Junction","Colorado","CO",39.0863664,-108.5687469
"Casper","Wyoming","WY",42.8405322,-106.3201684
"Pine Hills","Florida","FL",28.5818015,-81.4695358
"Saint Clair Shores","Michigan","MI",42.4930426,-82.8909014
"Lake Elsinore","California","CA",33.6828689,-117.3315789
"Marietta","Georgia","GA",33.9535613,-84.5424631
"Springfield","Ohio","OH",39.9337579,-83.7957572
"Petaluma","California","CA",38.2426177,-122.6284342
"Lakeville","Minnesota","MN",44.6803366,-93.2439997
"Pontiac","Michigan","MI",42.6492283,-83.2873632
"Clay","New York","NY",43.178698,-76.1921142
"Fountainbleau","Florida","FL",25.7743113,-80.3494448
"Lakewood","Washington","WA",47.1632781,-122.5295349
"Buckeye","Arizona","AZ",33.4301183,-112.6471382
"Carol City","Florida","FL",25.942121,-80.26992
"Chapel Hill","North Carolina","NC",35.9259424,-79.0382708
"Huntington Park","California","CA",33.9780303,-118.2171405
"Lancaster","Pennsylvania","PA",40.0420608,-76.3009901
"Redmond","Washington","WA",47.6757158,-122.117219
"San Rafael","California","CA",37.9810032,-122.5069297
"Moore","Oklahoma","OK",35.3295982,-97.4750049
"La Mesa","California","CA",32.7694946,-117.0219233
"Great Falls","Montana","MT",47.5014389,-111.299975
"Georgetown","Texas","TX",30.6624638,-97.6932522
"Royal Oak","Michigan","MI",42.5078156,-83.1538905
"Piscataway","New Jersey","NJ",40.545639800000004,-74.4608169
"Des Plaines","Illinois","IL",42.0351183,-87.901072
"San Marcos","Texas","TX",29.8768979,-97.9315698
"Port Orange","Florida","FL",29.1134882,-81.0132318
"Brookline","Massachusetts","MA",42.3238531,-71.1420019
"Idaho Falls","Idaho","ID",43.4875166,-112.0357125
"Orland Park","Illinois","IL",41.6080095,-87.86098
"Coconut Creek","Florida","FL",26.2790785,-80.1846979
"Dubuque","Iowa","IA",42.502385,-90.7051015
"Novi","Michigan","MI",42.4784943,-83.4868245
"Rowlett","Texas","TX",32.9159218,-96.5486729
"Reston","Virginia","VA",38.9484491,-77.342215
"Owensboro","Kentucky","KY",37.7571718,-87.1173984
"Lower Merion township","Pennsylvania","PA",40.0299044,-75.2789902
"Bartlett","Tennessee","TN",35.2302217,-89.8218631
"Arcadia","California","CA",34.1326887,-118.0363467
"Manchester","Connecticut","CT",41.778888,-72.523849
"White Plains","New York","NY",41.0253362,-73.7521369
"Wheaton‐Glenmont","Maryland","MD",39.053658,-77.059071
"Bowie","Maryland","MD",38.9570718,-76.7411237
"Ocala","Florida","FL",29.1803143,-82.1487866
"Noblesville","Indiana","IN",40.0369792,-86.0071919
"Sanford","Florida","FL",28.7894252,-81.275624
"Palm Harbor","Florida","FL",28.0847433,-82.7575459
"Medford","Massachusetts","MA",42.4238438,-71.1092309
"Woodland","California","CA",38.6711669,-121.7500333
"Tinley Park","Illinois","IL",41.5680905,-87.8034325
"South Whittier","California","CA",33.9330802,-118.0307712
"Kokomo","Indiana","IN",40.4753169,-86.1327632
"New Brunswick","New Jersey","NJ",40.4866775,-74.4444144
"Santee","California","CA",32.8549903,-116.9860556
"Midwest City","Oklahoma","OK",35.458752,-97.3745705
"Oak Lawn","Illinois","IL",41.7134365,-87.7525598
"Brentwood","California","CA",37.9359047,-121.7185472
"Fountain Valley","California","CA",33.7105823,-117.951129
"Southampton","New York","NY",40.885278,-72.395278
"Diamond Bar","California","CA",34.0015725,-117.8176013
"Berwyn","Illinois","IL",41.8433321,-87.7909242
"Valdosta","Georgia","GA",30.8501261,-83.2788329
"Taunton","Massachusetts","MA",41.9033228,-71.0949839
"Plymouth","Massachusetts","MA",41.9583426,-70.6638002
"Jackson Township","New Jersey","NJ",40.093077,-74.3561798
"Dearborn Heights","Michigan","MI",42.335671,-83.2888317
"Rocky Mount","North Carolina","NC",35.9685082,-77.808283
"Lehi","Utah","UT",40.4166714,-111.8789511
"Kendale Lakes","Florida","FL",25.7075595,-80.409257
"Abington","Pennsylvania","PA",40.1,-75.099722
"Manhattan","Kansas","KS",39.1883066,-96.6058642
"Saint Peters","Missouri","MO",38.7835202,-90.6050746
"Margate","Florida","FL",26.2480374,-80.211169
"Grand Forks","North Dakota","ND",47.9127893,-97.0750101
"Chicopee","Massachusetts","MA",42.1756682,-72.5722571
"Castle Rock","Colorado","CO",39.3760728,-104.8534415
"Kettering","Ohio","OH",39.6959914,-84.1504372
"Decatur","Alabama","AL",34.5730388,-86.991684
"Hempstead","New York","NY",40.7043737,-73.6194451
"Porterville","California","CA",36.0632553,-119.0335217
"Anderson","Indiana","IN",40.0897656,-85.6894485
"Paramount","California","CA",33.8988835,-118.1666294
"Tamiami","Florida","FL",25.7563211,-80.4025592
"Union","New York","NY",42.1266191,-76.0332424
"Towson","Maryland","MD",39.3924224,-76.6215093
"Shoreline","Washington","WA",47.7569036,-122.3424138
"Hendersonville","Tennessee","TN",36.3072945,-86.5988907
"Hanford","California","CA",36.3261352,-119.6540096
"Wayne","New Jersey","NJ",40.9458547,-74.2450769
"Novato","California","CA",38.084925,-122.54873
"Smyrna","Georgia","GA",33.8644244,-84.5153398
"Corvallis","Oregon","OR",44.5699488,-123.2782855
"Mount Prospect","Illinois","IL",42.0654063,-87.9374988
"Rosemead","California","CA",34.0688796,-118.0826804
"West Haven","Connecticut","CT",41.2721217,-72.9674977
"Dublin","California","CA",37.7142913,-121.9013173
"Highland","California","CA",34.1112424,-117.164746
"Pflugerville","Texas","TX",30.4542899,-97.6059291
"Normal","Illinois","IL",40.5222804,-88.986931
"Port Arthur","Texas","TX",29.8334015,-93.9663195
"Carson City","Nevada","NV",39.1534468,-119.743442
"Irvington","New Jersey","NJ",40.7238596,-74.232517
"Greenwood","Indiana","IN",39.6095308,-86.1072399
"Union","New Jersey","NJ",40.696951,-74.270439
"Port Charlotte","Florida","FL",26.9894666,-82.1136511
"Spring","Texas","TX",30.0621687,-95.3839657
"Pocatello","Idaho","ID",42.8715883,-112.4655726
"Sarasota","Florida","FL",27.3382563,-82.5457664
"Revere","Massachusetts","MA",42.4210108,-70.9903582
"Doral","Florida","FL",25.8151765,-80.3579892
"Colton","California","CA",34.0545525,-117.3250312
"Hacienda Heights","California","CA",33.9958532,-117.9730226
"Weymouth","Massachusetts","MA",42.206458,-70.945919
"Elyria","Ohio","OH",41.3735385,-82.108008
"Bellevue","Nebraska","NE",41.1542932,-95.9328384
"Lakewood","New Jersey","NJ",40.0939748,-74.2114777
"Ankeny","Iowa","IA",41.72789,-93.6031956
"Parsippany‐Troy Hills","New Jersey","NJ",40.8596359,-74.4233483
"Eastvale","California","CA",33.963056,-117.563889
"Wheaton","Illinois","IL",41.8561337,-88.1074529
"Euless","Texas","TX",32.8493655,-97.0785915
"Blue Springs","Missouri","MO",39.012001,-94.2676122
"Cathedral City","California","CA",33.8354871,-116.4631031
"Milford","Connecticut","CT",41.2240963,-73.0600308
"Hoboken","New Jersey","NJ",40.7452508,-74.0279257
"Poinciana","Florida","FL",28.1187292,-81.479234
"Watsonville","California","CA",36.9196077,-121.7702498
"Lake Havasu City","Arizona","AZ",34.5015758,-114.3148527
"Yucaipa","California","CA",34.0325122,-117.0449129
"Pensacola","Florida","FL",30.4412661,-87.1899433
"Milford (balance)","Connecticut","CT",41.218697,-73.05955
"Kingsport","Tennessee","TN",36.524936,-82.5473835
"Richland","Washington","WA",46.2894283,-119.2917944
"Levittown","Pennsylvania","PA",40.1538206,-74.8532728
"Bradenton","Florida","FL",27.4909209,-82.5748617
"Delano","California","CA",35.7631833,-119.2635598
"West New York","New Jersey","NJ",40.7860317,-74.0095067
"Gilroy","California","CA",37.0064066,-121.5853213
"Harrisonburg","Virginia","VA",38.4360126,-78.8741973
"La Crosse","Wisconsin","WI",43.8258663,-91.2242447
"South Hill","Washington","WA",47.1207041,-122.2852642
"Placentia","California","CA",33.8811581,-117.8547827
"Peabody","Massachusetts","MA",42.5342016,-70.969734
"Hoffman Estates","Illinois","IL",42.0652135,-88.1529913
"Perth Amboy","New Jersey","NJ",40.5201604,-74.2713313
"Florissant","Missouri","MO",38.7997246,-90.3270765
"Washington township (Gloucester County)","New Jersey","NJ",39.74,-75.068333
"Oak Park","Illinois","IL",41.8871663,-87.7899416
"Albany","Oregon","OR",44.6269277,-123.0967414
"DeSoto","Texas","TX",32.5993495,-96.8629405
"Palm Beach Gardens","Florida","FL",26.848788,-80.1671239
"Levittown","New York","NY",40.7239901,-73.5127085
"West Sacramento","California","CA",38.5545086,-121.5488076
"Battle Creek","Michigan","MI",42.2991758,-85.2292672
"Southaven","Mississippi","MS",34.9508416,-89.977981
"Burlington","North Carolina","NC",36.0825608,-79.4597484
"Commerce City","Colorado","CO",39.840735,-104.901139
"Irondequoit","New York","NY",43.2098109,-77.5720564
"Huntersville","North Carolina","NC",35.4044632,-80.8769707
"Minnetonka","Minnesota","MN",44.9325818,-93.4565491
"Casa Grande","Arizona","AZ",32.9071111,-111.7621206
"Glendora","California","CA",34.1454331,-117.8469607
"The Villages","Florida","FL",28.8985528,-81.9940256
"Elkhart","Indiana","IN",41.6911666,-85.965132
"Enid","Oklahoma","OK",36.4056866,-97.8698616
"Stratford","Connecticut","CT",41.2054753,-73.128152
"Joplin","Missouri","MO",37.0775087,-94.5022616
"East Hartford","Connecticut","CT",41.7606953,-72.6076462
"Grand Island","Nebraska","NE",40.9221933,-98.3579507
"Sammamish","Washington","WA",47.6042859,-122.0383059
"Coral Gables","Florida","FL",25.728228,-80.270986
"Palm Desert","California","CA",33.7383633,-116.3636192
"Howell Township","New Jersey","NJ",40.182051,-74.19852
"Lenexa","Kansas","KS",38.965267,-94.8039144
"The Hammocks","Florida","FL",25.6703538,-80.4488333
"Plainfield","New Jersey","NJ",40.6154442,-74.4157753
"Pinellas Park","Florida","FL",27.8588826,-82.7082134
"Lakewood","Ohio","OH",41.4838601,-81.8016831
"Grapevine","Texas","TX",32.9341074,-97.076533
"Catalina Foothills","Arizona","AZ",32.301872,-110.8848427
"Tigard","Oregon","OR",45.4235685,-122.7786202
"Kentwood","Michigan","MI",42.8848345,-85.5927296
"Apple Valley","Minnesota","MN",44.7453021,-93.1993283
"Orangetown","New York","NY",41.0536871,-73.9480898
"Charleston","West Virginia","WV",38.3486917,-81.632324
"Aliso Viejo","California","CA",33.577933,-117.7299518
"Caldwell","Idaho","ID",43.6458804,-116.6593359
"Burien","Washington","WA",47.4691705,-122.3642907
"Cerritos","California","CA",33.868049,-118.0692077
"Troy","New York","NY",42.7358118,-73.6753209
"Parker","Colorado","CO",39.5044204,-104.7730352
"Poway","California","CA",32.987701799999996,-117.0218426
"Saginaw","Michigan","MI",43.4176784,-83.954716
"Downers Grove","Illinois","IL",41.7950271,-88.0212315
"Galveston","Texas","TX",29.281137,-94.825945
"Monroe","Louisiana","LA",32.519552,-92.077482
"Edina","Minnesota","MN",44.8911226,-93.3597516
"Leesburg","Virginia","VA",39.1065062,-77.5555736
"La Mirada","California","CA",33.9020453,-118.0089608
"Aloha","Oregon","OR",45.4920452,-122.8726085
"Wilson","North Carolina","NC",35.7345877,-77.9314952
"Rancho Santa Margarita","California","CA",33.6323536,-117.5990075
"Bonita Springs","Florida","FL",26.357498,-81.7869289
"Cypress","California","CA",33.8184769,-118.0383073
"Niagara Falls","New York","NY",43.092840699999996,-79.0147434
"Olympia","Washington","WA",47.041398,-122.8967742
"Cuyahoga Falls","Ohio","OH",41.145556,-81.496685
"Harrisburg","Pennsylvania","PA",40.2758906,-76.8850199
"Covina","California","CA",34.0904746,-117.8821434
"Logan","Utah","UT",41.7402562,-111.8417642
"Rowland Heights","California","CA",33.9703133,-117.8905677
"Haverford Township","Pennsylvania","PA",39.9867378,-75.316394
